id	0_best_fc2_vgg19_mfcc_bow_padding_model	1_best_fc2_vgg19_mfcc_bow_padding_model	2_best_fc2_vgg19_mfcc_bow_padding_model	3_best_fc2_vgg19_mfcc_bow_padding_model	4_best_fc2_vgg19_mfcc_bow_padding_model	5_best_fc2_vgg19_mfcc_bow_padding_model	6_best_fc2_vgg19_mfcc_bow_padding_model	7_best_fc2_vgg19_mfcc_bow_padding_model	8_best_fc2_vgg19_mfcc_bow_padding_model	9_best_fc2_vgg19_mfcc_bow_padding_model	10_best_fc2_vgg19_mfcc_bow_padding_model	11_best_fc2_vgg19_mfcc_bow_padding_model	12_best_fc2_vgg19_mfcc_bow_padding_model	13_best_fc2_vgg19_mfcc_bow_padding_model	14_best_fc2_vgg19_mfcc_bow_padding_model	15_best_fc2_vgg19_mfcc_bow_padding_model	16_best_fc2_vgg19_mfcc_bow_padding_model	17_best_fc2_vgg19_mfcc_bow_padding_model	18_best_fc2_vgg19_mfcc_bow_padding_model	19_best_fc2_vgg19_mfcc_bow_padding_model	20_best_fc2_vgg19_mfcc_bow_padding_model	21_best_fc2_vgg19_mfcc_bow_padding_model	22_best_fc2_vgg19_mfcc_bow_padding_model	23_best_fc2_vgg19_mfcc_bow_padding_model	24_best_fc2_vgg19_mfcc_bow_padding_model	25_best_fc2_vgg19_mfcc_bow_padding_model	26_best_fc2_vgg19_mfcc_bow_padding_model	27_best_fc2_vgg19_mfcc_bow_padding_model	28_best_fc2_vgg19_mfcc_bow_padding_model	29_best_fc2_vgg19_mfcc_bow_padding_model	30_best_fc2_vgg19_mfcc_bow_padding_model	31_best_fc2_vgg19_mfcc_bow_padding_model	32_best_fc2_vgg19_mfcc_bow_padding_model	33_best_fc2_vgg19_mfcc_bow_padding_model	34_best_fc2_vgg19_mfcc_bow_padding_model	35_best_fc2_vgg19_mfcc_bow_padding_model	36_best_fc2_vgg19_mfcc_bow_padding_model	37_best_fc2_vgg19_mfcc_bow_padding_model	38_best_fc2_vgg19_mfcc_bow_padding_model	39_best_fc2_vgg19_mfcc_bow_padding_model	40_best_fc2_vgg19_mfcc_bow_padding_model	41_best_fc2_vgg19_mfcc_bow_padding_model	42_best_fc2_vgg19_mfcc_bow_padding_model	43_best_fc2_vgg19_mfcc_bow_padding_model	44_best_fc2_vgg19_mfcc_bow_padding_model	45_best_fc2_vgg19_mfcc_bow_padding_model	46_best_fc2_vgg19_mfcc_bow_padding_model	47_best_fc2_vgg19_mfcc_bow_padding_model	48_best_fc2_vgg19_mfcc_bow_padding_model	49_best_fc2_vgg19_mfcc_bow_padding_model	50_best_fc2_vgg19_mfcc_bow_padding_model	51_best_fc2_vgg19_mfcc_bow_padding_model	52_best_fc2_vgg19_mfcc_bow_padding_model	53_best_fc2_vgg19_mfcc_bow_padding_model	54_best_fc2_vgg19_mfcc_bow_padding_model	55_best_fc2_vgg19_mfcc_bow_padding_model	56_best_fc2_vgg19_mfcc_bow_padding_model	57_best_fc2_vgg19_mfcc_bow_padding_model	58_best_fc2_vgg19_mfcc_bow_padding_model	59_best_fc2_vgg19_mfcc_bow_padding_model	60_best_fc2_vgg19_mfcc_bow_padding_model	61_best_fc2_vgg19_mfcc_bow_padding_model	62_best_fc2_vgg19_mfcc_bow_padding_model	63_best_fc2_vgg19_mfcc_bow_padding_model	64_best_fc2_vgg19_mfcc_bow_padding_model	65_best_fc2_vgg19_mfcc_bow_padding_model	66_best_fc2_vgg19_mfcc_bow_padding_model	67_best_fc2_vgg19_mfcc_bow_padding_model	68_best_fc2_vgg19_mfcc_bow_padding_model	69_best_fc2_vgg19_mfcc_bow_padding_model	70_best_fc2_vgg19_mfcc_bow_padding_model	71_best_fc2_vgg19_mfcc_bow_padding_model	72_best_fc2_vgg19_mfcc_bow_padding_model	73_best_fc2_vgg19_mfcc_bow_padding_model	74_best_fc2_vgg19_mfcc_bow_padding_model	75_best_fc2_vgg19_mfcc_bow_padding_model	76_best_fc2_vgg19_mfcc_bow_padding_model	77_best_fc2_vgg19_mfcc_bow_padding_model	78_best_fc2_vgg19_mfcc_bow_padding_model	79_best_fc2_vgg19_mfcc_bow_padding_model	80_best_fc2_vgg19_mfcc_bow_padding_model	81_best_fc2_vgg19_mfcc_bow_padding_model	82_best_fc2_vgg19_mfcc_bow_padding_model	83_best_fc2_vgg19_mfcc_bow_padding_model	84_best_fc2_vgg19_mfcc_bow_padding_model	85_best_fc2_vgg19_mfcc_bow_padding_model	86_best_fc2_vgg19_mfcc_bow_padding_model	87_best_fc2_vgg19_mfcc_bow_padding_model	88_best_fc2_vgg19_mfcc_bow_padding_model	89_best_fc2_vgg19_mfcc_bow_padding_model	90_best_fc2_vgg19_mfcc_bow_padding_model	91_best_fc2_vgg19_mfcc_bow_padding_model	92_best_fc2_vgg19_mfcc_bow_padding_model	93_best_fc2_vgg19_mfcc_bow_padding_model	94_best_fc2_vgg19_mfcc_bow_padding_model	95_best_fc2_vgg19_mfcc_bow_padding_model	96_best_fc2_vgg19_mfcc_bow_padding_model	97_best_fc2_vgg19_mfcc_bow_padding_model	98_best_fc2_vgg19_mfcc_bow_padding_model	99_best_fc2_vgg19_mfcc_bow_padding_model	100_best_fc2_vgg19_mfcc_bow_padding_model	101_best_fc2_vgg19_mfcc_bow_padding_model	102_best_fc2_vgg19_mfcc_bow_padding_model	103_best_fc2_vgg19_mfcc_bow_padding_model	104_best_fc2_vgg19_mfcc_bow_padding_model	105_best_fc2_vgg19_mfcc_bow_padding_model	106_best_fc2_vgg19_mfcc_bow_padding_model	107_best_fc2_vgg19_mfcc_bow_padding_model	108_best_fc2_vgg19_mfcc_bow_padding_model	109_best_fc2_vgg19_mfcc_bow_padding_model	110_best_fc2_vgg19_mfcc_bow_padding_model	111_best_fc2_vgg19_mfcc_bow_padding_model	112_best_fc2_vgg19_mfcc_bow_padding_model	113_best_fc2_vgg19_mfcc_bow_padding_model	114_best_fc2_vgg19_mfcc_bow_padding_model	115_best_fc2_vgg19_mfcc_bow_padding_model	116_best_fc2_vgg19_mfcc_bow_padding_model	117_best_fc2_vgg19_mfcc_bow_padding_model	118_best_fc2_vgg19_mfcc_bow_padding_model	119_best_fc2_vgg19_mfcc_bow_padding_model	120_best_fc2_vgg19_mfcc_bow_padding_model	121_best_fc2_vgg19_mfcc_bow_padding_model	122_best_fc2_vgg19_mfcc_bow_padding_model	123_best_fc2_vgg19_mfcc_bow_padding_model	124_best_fc2_vgg19_mfcc_bow_padding_model	125_best_fc2_vgg19_mfcc_bow_padding_model	126_best_fc2_vgg19_mfcc_bow_padding_model	127_best_fc2_vgg19_mfcc_bow_padding_model
01rMxQv6vhyE1oQX	0.1639134	0.04946025	0.158184	0.16625324	0.1576366	0.16788799	0.052703723	0.1602612	0.064151496	0.1584556	0.15977365	0.050078228	0.044312898	0.03398839	0.16032316	0.039216604	0.162723	0.072575584	0.15879026	0.028582776	0.04466814	0.018700747	0.014699734	0.036959592	0.16199166	0.15944608	0.15854816	0.16104956	0.032539308	0.0026331388	0.15768723	0.12581381	0.119247384	0.061336666	0.020180305	0.057307456	0.051245376	0.16545399	0.16099605	0.10896361	0.047166996	0.02466733	0.16502076	0.03684006	0.15708096	0.024590801	0.023246542	0.14567837	0.15749435	0.019732427	0.1671664	0.016417187	0.052572332	0.16512942	0.08946382	0.14012045	0.05600197	0.15331411	0.16055977	0.083571546	0.1451079	0.025902266	0.0	0.06721707	0.16194054	0.16194029	0.042651184	0.1602488	0.023571862	0.16278034	0.15662616	0.15831436	0.01436418	0.16110824	0.16203643	0.16238455	0.1639389	0.07825404	0.05747298	0.0	0.07517335	0.16268584	0.14819634	0.13239485	0.101002306	0.041398756	0.15859142	0.16098744	0.1266597	0.143311	0.15676445	0.1567036	0.15777284	0.16348816	0.073783964	0.03917769	0.044697996	0.036270104	0.16460808	0.16028608	0.026401183	0.06728833	0.058317702	0.15368438	0.034735013	0.035574347	0.16720983	0.16050816	0.09883619	0.15615089	0.020246517	0.1571012	0.024548672	0.043781992	0.15931694	0.16034669	0.16643272	0.16037902	0.03114756	0.16311757	0.061873555	0.08694846	0.053741198	0.03290113	0.0904119	0.15713291	0.024692925	0.09582066
02ZnlCGZEbkfCDxo	0.04247338	0.0	0.051955406	0.045952875	0.053412832	0.047726966	0.0	0.0491011	0.0	0.045844477	0.067762524	0.011371232	0.0	0.0	0.036586102	0.0	0.049048338	0.0024875873	0.038663246	0.0	0.0	0.0	0.0	0.0	0.047631018	0.04733213	0.043540582	0.04988768	0.0	0.0	0.05650415	0.041152094	0.03620505	0.0045603532	0.0	0.007631809	0.011521456	0.050799813	0.044611014	0.03212523	0.0	0.0	0.057738323	0.0	0.052096236	0.004225501	0.0	0.050238322	0.041655798	0.0	0.04757198	0.0019988988	0.0	0.053965185	0.010323142	0.05009593	0.0	0.05250246	0.055971593	0.024935754	0.03839337	0.0	0.0	0.0	0.04491597	0.05348116	0.0	0.046666592	0.0023461205	0.040079266	0.038637664	0.048510995	0.0059524747	0.039221678	0.043402955	0.05812792	0.04830495	0.008975445	0.0	0.0	0.0198527	0.05704009	0.047978953	0.03693133	0.0021888406	0.0017724193	0.05320383	0.041971605	0.011518368	0.031652026	0.040878747	0.049535654	0.050703518	0.043752313	0.0	0.0	0.0	0.0	0.038621888	0.0544003	0.0	4.155324e-05	0.0	0.042545505	0.0	0.0	0.059376705	0.04937871	0.022161964	0.049013626	0.0045829015	0.04876858	0.0	0.0	0.045445204	0.046361614	0.041548073	0.052371897	0.0	0.04788423	0.0	0.0	0.0	0.0	0.0	0.054319177	0.0	0.032344412
04iitW3ffa0mhpx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028664265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002708157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04OjszRi9rC5BlHC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014477568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007542535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04xUDjAYC14jsHyH	0.04282954	0.066386566	0.028594008	0.02527046	0.029950341	0.03396939	0.07171591	0.033951346	0.06799613	0.043098576	0.028743641	0.0043712384	0.009361829	0.06673255	0.033269074	0.060610622	0.03017212	0.02848544	0.03591516	0.06339625	0.069607764	0.010610403	0.065567814	0.0019335501	0.029663451	0.028011158	0.026910177	0.031417932	0.053708468	0.0	0.032213982	0.018478272	0.018169992	0.01387707	0.013066368	0.008244218	0.0025837175	0.02906468	0.030902723	0.017586254	0.06919816	0.014220284	0.030857967	0.017288916	0.038756773	0.020766493	0.030287968	0.027548796	0.03391864	0.05354267	0.027625239	0.0096253725	0.066286646	0.033991158	0.03788257	0.018352179	0.06910442	0.02801736	0.023655003	0.012942861	0.027963942	0.05967657	0.0	0.059302434	0.037367675	0.026146414	0.01686767	0.029721182	0.008759734	0.033396717	0.030698268	0.026911302	0.0010113476	0.03379856	0.032710005	0.03053625	0.032022387	0.026244389	0.07076365	0.0	0.003969579	0.033180878	0.03872197	0.022244234	0.0399621	0.0	0.023620004	0.033572834	0.051748343	0.053012468	0.028869893	0.026480282	0.029739402	0.039216407	0.05045019	0.011116278	0.0047162916	0.001497831	0.032448363	0.030528441	0.0036808376	0.07323818	0.06568201	0.028789813	0.068178505	0.0016679161	0.028076347	0.036228146	0.016488636	0.037670985	0.021338984	0.031645305	0.06490209	0.074057005	0.032261822	0.0377798	0.031875025	0.03386826	0.06727065	0.032321926	0.014415171	0.035351057	0.048779804	0.07023115	0.05073961	0.029605113	0.071961984	0.0154844085
06HvNTU9M9lnH71I	0.05201165	0.0	0.05582745	0.046925835	0.044813186	0.047855485	0.0	0.047167625	0.011511968	0.044203855	0.050924197	0.020598445	0.026907038	0.0	0.051016625	0.0	0.04336352	0.029390035	0.041127335	0.0	0.0	0.013569985	0.0	0.01412924	0.044627804	0.06027042	0.04471928	0.04945149	0.0	0.0	0.04619693	0.04814347	0.043893006	0.031319667	0.014821825	0.025511755	0.021659799	0.047017325	0.04592155	0.042065717	0.003404969	0.016249951	0.04550706	0.02088177	0.050138056	0.016908696	0.012056219	0.055168834	0.047318906	0.0	0.05012571	0.011328042	0.0	0.052565448	0.038423248	0.04882862	0.001158295	0.04496224	0.05126321	0.039073467	0.04955678	0.0	0.0	0.006803642	0.050234117	0.04553222	0.027147612	0.042806935	0.012778786	0.04620846	0.043762863	0.04211233	0.006248472	0.04900572	0.05220102	0.047240507	0.04582373	0.035939805	0.0010242081	0.0	0.031198068	0.04790402	0.04952291	0.05350229	0.03871858	0.017501816	0.04895307	0.04559603	0.047815643	0.05288791	0.045205202	0.04782803	0.049869537	0.048567057	0.024290942	0.027509183	0.019257043	0.021875259	0.044802494	0.04815275	0.021640638	0.01281665	0.0	0.045937277	0.0	0.015629811	0.049687386	0.04300877	0.043117367	0.050552465	0.013736487	0.045741018	0.0	0.0	0.044296253	0.052057598	0.049963783	0.044762712	0.0	0.04574696	0.030428259	0.02823421	0.018887393	0.0	0.031408012	0.04260041	0.0	0.045121565
06WySIW5UDIHF2Ri	0.018097375	0.0033292684	0.014459287	0.019196158	0.023314597	0.023482015	0.0019226454	0.011941501	0.008930229	0.019404728	0.016661478	0.0037583732	0.0072111795	0.0021726687	0.01729703	0.0040064957	0.019356811	0.006010659	0.021233454	0.0	0.00060734816	0.008080972	0.0	0.0015072755	0.017876327	0.02338492	0.017680803	0.017393146	0.0	0.0	0.026448928	0.021790398	0.015980685	0.003509697	0.014614797	0.005066397	0.0031294434	0.014606598	0.021423675	0.02175111	0.0	0.009308126	0.017536858	0.0035362877	0.018268285	0.012670749	0.00644883	0.025068525	0.016878247	0.0	0.013149343	0.009265025	0.0	0.017047228	0.009631757	0.021455277	0.0025689434	0.020277241	0.021355169	0.010311069	0.017232375	0.0	0.0	0.006059645	0.021119773	0.018722758	0.002393029	0.016603623	0.0074014096	0.023857184	0.026869563	0.019486254	0.0047365655	0.016666662	0.011171068	0.020629289	0.01790133	0.007036857	0.0006125109	0.0	0.008785271	0.022144815	0.024238246	0.019167421	0.012548596	0.0	0.011918972	0.016541654	0.02230483	0.025710288	0.021730185	0.01582193	0.018605227	0.01627888	0.00540143	0.0006865275	0.0074859876	0.0	0.022409642	0.01950046	0.0022761328	0.009313467	0.0	0.016981287	0.0	0.00055803166	0.01963428	0.023587326	0.015196853	0.016396776	0.011773401	0.020834312	0.0	0.0	0.020412546	0.025777152	0.013840891	0.026189394	0.0	0.017337887	0.0012428673	0.012973514	0.007212872	0.0	0.008482467	0.017369166	0.0	0.014703762
07bR4m5Oo4lvHJFW	0.0049520796	0.0	0.010468874	0.010917159	0.019929657	0.00561565	0.0	0.010517968	0.0	0.0012405044	0.01839175	0.007869539	0.0	0.0	0.0040551513	0.0	0.0035094966	0.0	0.0	0.0	0.0	0.0030849418	0.0	0.0	0.008936707	0.01732697	0.00873252	0.0052278466	0.0	0.0	0.015197457	0.016955124	0.012367262	0.0032247365	0.007553839	0.004200911	0.007884098	0.010503543	0.0	0.019323405	0.0	0.0016096757	0.01075344	0.0	0.0115988385	0.006544248	0.0	0.016959399	0.005298672	0.0	0.0010281986	0.0061996183	0.0	0.017011156	0.0	0.013176286	0.0	0.018011063	0.013890185	0.011842824	0.0050566634	0.0	0.0	0.0	0.0049558696	0.00804741	0.0	0.0052372953	0.00611809	0.0	0.0	0.004326404	0.00775134	0.0	0.000696827	0.015495289	0.008798854	0.0	0.0	0.0	0.014653959	0.01777444	0.01265202	0.011198135	0.0	0.0021505214	0.0073570735	0.0	0.0	0.0	0.00095844414	0.00638327	0.009208777	0.0040329173	0.0	0.0	0.0	0.0	0.00019717611	0.012843397	0.0	0.0	0.0	0.0046722423	0.0	0.0	0.015595836	0.010993884	0.009109049	0.009908979	0.007095259	0.0039826743	0.0	0.0	0.004458605	0.001450278	0.0025175132	0.01243147	0.0	0.0041057514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021047967
09mWmQm7ixF4cCjx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0AUV4mCpGOuuWNUX	0.008712546	0.0017249592	0.0138087245	0.015332143	0.015465262	0.00674101	0.0	0.016527249	0.0	0.015421783	0.03306776	0.0	0.0	0.0	0.004060056	0.0063890587	0.014563165	0.0	0.0	0.0011511763	0.00235411	0.0	0.0	0.0	0.014799515	0.004859712	0.0054065106	0.012144771	0.0	0.0	0.022039277	0.011468303	0.0034992017	0.0	0.0	0.0	0.0	0.018007739	0.019211104	0.020349005	0.0	0.0	0.016654706	0.0	0.022333555	7.823554e-05	0.0	0.004530418	0.006176609	0.0	0.0060998267	0.0	0.0086433245	0.021340536	0.0	0.017021691	0.0014548625	0.017988201	0.02271267	0.0	0.0	0.0	0.0	0.0	0.013308777	0.015441798	0.0	0.00775026	0.0	0.0061861337	0.0009742126	0.008450442	0.0009572324	0.0	0.0021830755	0.02571827	0.017745517	0.0	0.012661049	0.0	0.0	0.023872022	0.017796693	0.018143773	0.0	0.0	0.022174284	0.0070337746	0.0	0.0	0.009541524	0.014542619	0.012129513	0.012831748	0.0	0.0	0.0	0.0	0.005334839	0.018908743	0.0	0.008909993	0.0072612497	0.009721862	0.0	0.0	0.024484238	0.0222446	0.0025390785	0.020468513	0.006536123	0.0122361705	0.0	0.02687621	0.010610877	0.004342698	0.01712922	0.019179935	0.008427818	0.010635202	0.0	0.0	0.0	0.0	0.0	0.018118296	0.0021976081	0.009233783
