id	0_best_fc2_vgg19_lyrics_bert_padding_model	1_best_fc2_vgg19_lyrics_bert_padding_model	2_best_fc2_vgg19_lyrics_bert_padding_model	3_best_fc2_vgg19_lyrics_bert_padding_model	4_best_fc2_vgg19_lyrics_bert_padding_model	5_best_fc2_vgg19_lyrics_bert_padding_model	6_best_fc2_vgg19_lyrics_bert_padding_model	7_best_fc2_vgg19_lyrics_bert_padding_model	8_best_fc2_vgg19_lyrics_bert_padding_model	9_best_fc2_vgg19_lyrics_bert_padding_model	10_best_fc2_vgg19_lyrics_bert_padding_model	11_best_fc2_vgg19_lyrics_bert_padding_model	12_best_fc2_vgg19_lyrics_bert_padding_model	13_best_fc2_vgg19_lyrics_bert_padding_model	14_best_fc2_vgg19_lyrics_bert_padding_model	15_best_fc2_vgg19_lyrics_bert_padding_model	16_best_fc2_vgg19_lyrics_bert_padding_model	17_best_fc2_vgg19_lyrics_bert_padding_model	18_best_fc2_vgg19_lyrics_bert_padding_model	19_best_fc2_vgg19_lyrics_bert_padding_model	20_best_fc2_vgg19_lyrics_bert_padding_model	21_best_fc2_vgg19_lyrics_bert_padding_model	22_best_fc2_vgg19_lyrics_bert_padding_model	23_best_fc2_vgg19_lyrics_bert_padding_model	24_best_fc2_vgg19_lyrics_bert_padding_model	25_best_fc2_vgg19_lyrics_bert_padding_model	26_best_fc2_vgg19_lyrics_bert_padding_model	27_best_fc2_vgg19_lyrics_bert_padding_model	28_best_fc2_vgg19_lyrics_bert_padding_model	29_best_fc2_vgg19_lyrics_bert_padding_model	30_best_fc2_vgg19_lyrics_bert_padding_model	31_best_fc2_vgg19_lyrics_bert_padding_model	32_best_fc2_vgg19_lyrics_bert_padding_model	33_best_fc2_vgg19_lyrics_bert_padding_model	34_best_fc2_vgg19_lyrics_bert_padding_model	35_best_fc2_vgg19_lyrics_bert_padding_model	36_best_fc2_vgg19_lyrics_bert_padding_model	37_best_fc2_vgg19_lyrics_bert_padding_model	38_best_fc2_vgg19_lyrics_bert_padding_model	39_best_fc2_vgg19_lyrics_bert_padding_model	40_best_fc2_vgg19_lyrics_bert_padding_model	41_best_fc2_vgg19_lyrics_bert_padding_model	42_best_fc2_vgg19_lyrics_bert_padding_model	43_best_fc2_vgg19_lyrics_bert_padding_model	44_best_fc2_vgg19_lyrics_bert_padding_model	45_best_fc2_vgg19_lyrics_bert_padding_model	46_best_fc2_vgg19_lyrics_bert_padding_model	47_best_fc2_vgg19_lyrics_bert_padding_model	48_best_fc2_vgg19_lyrics_bert_padding_model	49_best_fc2_vgg19_lyrics_bert_padding_model	50_best_fc2_vgg19_lyrics_bert_padding_model	51_best_fc2_vgg19_lyrics_bert_padding_model	52_best_fc2_vgg19_lyrics_bert_padding_model	53_best_fc2_vgg19_lyrics_bert_padding_model	54_best_fc2_vgg19_lyrics_bert_padding_model	55_best_fc2_vgg19_lyrics_bert_padding_model	56_best_fc2_vgg19_lyrics_bert_padding_model	57_best_fc2_vgg19_lyrics_bert_padding_model	58_best_fc2_vgg19_lyrics_bert_padding_model	59_best_fc2_vgg19_lyrics_bert_padding_model	60_best_fc2_vgg19_lyrics_bert_padding_model	61_best_fc2_vgg19_lyrics_bert_padding_model	62_best_fc2_vgg19_lyrics_bert_padding_model	63_best_fc2_vgg19_lyrics_bert_padding_model	64_best_fc2_vgg19_lyrics_bert_padding_model	65_best_fc2_vgg19_lyrics_bert_padding_model	66_best_fc2_vgg19_lyrics_bert_padding_model	67_best_fc2_vgg19_lyrics_bert_padding_model	68_best_fc2_vgg19_lyrics_bert_padding_model	69_best_fc2_vgg19_lyrics_bert_padding_model	70_best_fc2_vgg19_lyrics_bert_padding_model	71_best_fc2_vgg19_lyrics_bert_padding_model	72_best_fc2_vgg19_lyrics_bert_padding_model	73_best_fc2_vgg19_lyrics_bert_padding_model	74_best_fc2_vgg19_lyrics_bert_padding_model	75_best_fc2_vgg19_lyrics_bert_padding_model	76_best_fc2_vgg19_lyrics_bert_padding_model	77_best_fc2_vgg19_lyrics_bert_padding_model	78_best_fc2_vgg19_lyrics_bert_padding_model	79_best_fc2_vgg19_lyrics_bert_padding_model	80_best_fc2_vgg19_lyrics_bert_padding_model	81_best_fc2_vgg19_lyrics_bert_padding_model	82_best_fc2_vgg19_lyrics_bert_padding_model	83_best_fc2_vgg19_lyrics_bert_padding_model	84_best_fc2_vgg19_lyrics_bert_padding_model	85_best_fc2_vgg19_lyrics_bert_padding_model	86_best_fc2_vgg19_lyrics_bert_padding_model	87_best_fc2_vgg19_lyrics_bert_padding_model	88_best_fc2_vgg19_lyrics_bert_padding_model	89_best_fc2_vgg19_lyrics_bert_padding_model	90_best_fc2_vgg19_lyrics_bert_padding_model	91_best_fc2_vgg19_lyrics_bert_padding_model	92_best_fc2_vgg19_lyrics_bert_padding_model	93_best_fc2_vgg19_lyrics_bert_padding_model	94_best_fc2_vgg19_lyrics_bert_padding_model	95_best_fc2_vgg19_lyrics_bert_padding_model	96_best_fc2_vgg19_lyrics_bert_padding_model	97_best_fc2_vgg19_lyrics_bert_padding_model	98_best_fc2_vgg19_lyrics_bert_padding_model	99_best_fc2_vgg19_lyrics_bert_padding_model	100_best_fc2_vgg19_lyrics_bert_padding_model	101_best_fc2_vgg19_lyrics_bert_padding_model	102_best_fc2_vgg19_lyrics_bert_padding_model	103_best_fc2_vgg19_lyrics_bert_padding_model	104_best_fc2_vgg19_lyrics_bert_padding_model	105_best_fc2_vgg19_lyrics_bert_padding_model	106_best_fc2_vgg19_lyrics_bert_padding_model	107_best_fc2_vgg19_lyrics_bert_padding_model	108_best_fc2_vgg19_lyrics_bert_padding_model	109_best_fc2_vgg19_lyrics_bert_padding_model	110_best_fc2_vgg19_lyrics_bert_padding_model	111_best_fc2_vgg19_lyrics_bert_padding_model	112_best_fc2_vgg19_lyrics_bert_padding_model	113_best_fc2_vgg19_lyrics_bert_padding_model	114_best_fc2_vgg19_lyrics_bert_padding_model	115_best_fc2_vgg19_lyrics_bert_padding_model	116_best_fc2_vgg19_lyrics_bert_padding_model	117_best_fc2_vgg19_lyrics_bert_padding_model	118_best_fc2_vgg19_lyrics_bert_padding_model	119_best_fc2_vgg19_lyrics_bert_padding_model	120_best_fc2_vgg19_lyrics_bert_padding_model	121_best_fc2_vgg19_lyrics_bert_padding_model	122_best_fc2_vgg19_lyrics_bert_padding_model	123_best_fc2_vgg19_lyrics_bert_padding_model	124_best_fc2_vgg19_lyrics_bert_padding_model	125_best_fc2_vgg19_lyrics_bert_padding_model	126_best_fc2_vgg19_lyrics_bert_padding_model	127_best_fc2_vgg19_lyrics_bert_padding_model
h48f46ZsT9h0Z5Dm	0.093251616	0.0836522	0.0880028	0.09232113	0.10368409	0.09066424	0.08946375	0.09120901	0.1083333	0.09715071	0.103449956	0.03305524	0.061919235	0.073503844	0.09723398	0.032953676	0.07792183	0.077498555	0.07098877	0.07166704	0.058563944	0.023713328	0.084810086	0.07803947	0.07457133	0.09555937	0.09412044	0.031831812	0.10117138	0.034996506	0.066344306	0.08220665	0.071761355	0.08170229	0.038880363	0.09191148	0.0	0.10132692	0.08730396	0.08271273	0.151383	0.046642963	0.11219228	0.004053608	0.07070152	0.0027059452	0.10187039	0.073299	0.12020711	0.04767405	0.09723943	0.11845672	0.09314583	0.067398414	0.12334527	0.079447374	0.062147062	0.0861881	0.09101628	0.0780446	0.10910397	0.08587016	0.098019026	0.033516005	0.092096396	0.049306247	0.055802062	0.07101583	0.044714537	0.07782093	0.08072105	0.07658496	0.041683346	0.11609029	0.08012708	0.081786685	0.104742385	0.07947594	0.07749611	0.07388808	0.08647834	0.067898855	0.10138461	0.13302174	0.13447635	0.023627223	0.06883167	0.07623755	0.11104504	0.07896045	0.04284098	0.11759786	0.091018885	0.06234045	0.1521589	0.082285404	0.0969495	0.05835586	0.069077656	0.06773026	0.0	0.07716678	0.14772402	0.08586626	0.08768213	0.093215555	0.09369111	0.07943616	0.066186376	0.08229056	0.048067424	0.08040425	0.19635643	0.044930007	0.044987913	0.07086255	0.08024163	0.11845138	0.030958984	0.070533305	0.09279144	0.080634736	0.029413901	0.059801478	0.05900633	0.12523606	0.15874948	0.09774505
PV5EXN6AIVBqvsLO	0.08836989	0.07808877	0.0817217	0.086478725	0.09728299	0.0851718	0.089923434	0.09313763	0.10278048	0.0909072	0.097625345	0.02578844	0.05525841	0.07464671	0.09109259	0.0359413	0.07258059	0.07210371	0.07303974	0.07470501	0.059295073	0.017478408	0.08856664	0.07005365	0.067805685	0.09055084	0.08716035	0.025200943	0.09516583	0.027066655	0.060533702	0.077154666	0.066625424	0.076395616	0.040896848	0.08657731	0.0	0.09473692	0.08140055	0.076919995	0.15638871	0.03809721	0.10689095	0.0048428066	0.06523711	0.0034963507	0.102155365	0.067557774	0.11422994	0.050120972	0.098356076	0.119023666	0.095267676	0.06167249	0.117658176	0.073769405	0.05640933	0.08017592	0.0853975	0.0693688	0.10350944	0.08867455	0.09232879	0.028019484	0.08707223	0.041844208	0.050294716	0.0652674	0.040012073	0.072712794	0.07416979	0.07019632	0.036272034	0.10746861	0.07325562	0.07591721	0.09888497	0.071835935	0.07181648	0.066382915	0.0808186	0.062015258	0.09571853	0.12955458	0.13952985	0.0163519	0.06258321	0.07089718	0.10926412	0.0732612	0.045172498	0.111952424	0.08533508	0.0558672	0.15361819	0.07645175	0.09060364	0.05112004	0.06334797	0.061234392	0.0	0.07144662	0.14204787	0.07997236	0.08908593	0.09521357	0.08855213	0.073476925	0.059411626	0.07626567	0.05001847	0.074194826	0.19279788	0.039940957	0.038101334	0.06425292	0.0718697	0.11234449	0.032247372	0.06559526	0.0864289	0.07282987	0.02485926	0.061892744	0.062269036	0.1196213	0.16276342	0.091361634
eFEY5JiDF3ZLpXBZ	0.093394846	0.08263849	0.086776726	0.09122791	0.101985075	0.089772545	0.09050629	0.09367102	0.106829315	0.0963207	0.10260695	0.031421836	0.060488172	0.07478433	0.09574121	0.035510007	0.07678692	0.076030314	0.07308351	0.075250074	0.05978522	0.021664945	0.08628133	0.07533466	0.07290687	0.095029056	0.0924789	0.030583393	0.099260464	0.033725284	0.06492144	0.08133261	0.07103709	0.08039539	0.041454647	0.08960836	0.0	0.09980152	0.08634863	0.0816872	0.15571734	0.044564147	0.11035794	0.0076764785	0.06961531	0.004607146	0.10184794	0.07206129	0.11917093	0.05026372	0.099563606	0.12063256	0.09576973	0.0667018	0.1215482	0.078455225	0.060264397	0.08470658	0.089583725	0.075668134	0.10786012	0.088407084	0.09664442	0.034444634	0.09118116	0.04665632	0.054379478	0.06971204	0.043234155	0.07736947	0.07944309	0.07549451	0.038835652	0.11508559	0.078602895	0.08082739	0.103612565	0.07640347	0.07616037	0.07172493	0.085483626	0.06664687	0.100494556	0.13240616	0.13738592	0.021276126	0.06787711	0.075261965	0.11262585	0.077390656	0.04370134	0.116142265	0.0900944	0.061295662	0.15411766	0.08175632	0.095636465	0.056295052	0.0682381	0.06598925	0.0	0.07606362	0.14513567	0.08512447	0.091376126	0.09717032	0.092604056	0.07844428	0.06307169	0.08183505	0.051034395	0.07966787	0.1959996	0.043159038	0.042607095	0.06968817	0.078421	0.11710398	0.0331436	0.06993277	0.09158109	0.07920477	0.0284676	0.062936395	0.061091743	0.12357616	0.1612154	0.096827336
VAWiymoCIYxhae3J	0.092436835	0.08241361	0.086737275	0.09138187	0.10305523	0.089759745	0.09030496	0.09183803	0.10800985	0.095903255	0.10256901	0.032371517	0.06207017	0.07436318	0.09653483	0.033021666	0.07697552	0.07611989	0.07160931	0.07174863	0.05766462	0.023734426	0.08474168	0.07755198	0.074498706	0.094470866	0.093584895	0.032235436	0.101092316	0.035016377	0.06594876	0.081347026	0.07069128	0.08228584	0.037445337	0.09164457	0.0	0.10203743	0.08592722	0.08140501	0.15157981	0.04679013	0.110835075	0.0046274867	0.06944813	0.002220072	0.102222554	0.07207489	0.11886572	0.048312623	0.09768709	0.11962496	0.09257999	0.06663085	0.121879674	0.078094594	0.06108818	0.08599084	0.08959697	0.07751125	0.10818332	0.08549325	0.09675846	0.033628978	0.091053054	0.04828034	0.055088438	0.07051602	0.04409598	0.07711887	0.079695314	0.075891726	0.04116445	0.115281895	0.07899601	0.08101837	0.10384818	0.078794666	0.07653904	0.07334275	0.08532654	0.06683685	0.100306146	0.13210255	0.13636085	0.023202904	0.06777293	0.07480552	0.11168341	0.07796038	0.04240541	0.11622081	0.089848384	0.061443724	0.15295872	0.08128494	0.095660344	0.057194673	0.06828345	0.06692189	0.0	0.07598366	0.14685272	0.08479212	0.0874759	0.093200386	0.09293235	0.078337565	0.06496712	0.08092206	0.04873369	0.07938761	0.19634482	0.043927863	0.04500533	0.06983329	0.07952061	0.11750519	0.030313568	0.07057718	0.09231663	0.08008455	0.029231828	0.058905672	0.060736425	0.12458265	0.15976442	0.096821226
2H91WLAd7ZZJvAiw	0.09169462	0.081945896	0.08690157	0.09185937	0.10291241	0.08909925	0.08523435	0.08755668	0.10727631	0.09546213	0.10214283	0.032796655	0.06515912	0.07167269	0.09658412	0.02863119	0.07645503	0.07547232	0.06722302	0.07038635	0.054643776	0.024838127	0.082324326	0.079288945	0.07360052	0.093992576	0.0927238	0.033074677	0.10177852	0.036297806	0.06594593	0.080839634	0.070485406	0.0816557	0.036442343	0.091348805	0.0	0.10424019	0.08545264	0.0814872	0.14781378	0.048789885	0.110912055	0.0013834042	0.06944585	0.0	0.100059584	0.07170238	0.118712805	0.044804092	0.09438841	0.118532695	0.08968741	0.0662557	0.122074835	0.07796763	0.060935743	0.086159594	0.08965837	0.07806495	0.107718	0.08363303	0.09703568	0.032301374	0.090874374	0.04811877	0.05592991	0.07103315	0.04528903	0.077524535	0.07986948	0.07560127	0.04388638	0.11598185	0.07905283	0.08081117	0.10413092	0.07941294	0.07652389	0.07472009	0.08542611	0.06702851	0.099912174	0.13105202	0.13208933	0.024559991	0.06758092	0.07475044	0.10713898	0.07768456	0.041488536	0.11640638	0.089465894	0.0619475	0.14855766	0.08239285	0.09538979	0.058125053	0.068415515	0.067747794	0.0	0.07601106	0.14679833	0.08484624	0.08498551	0.09114365	0.092260174	0.07816733	0.067938335	0.08106845	0.04649808	0.079041734	0.19652788	0.04309591	0.045450006	0.070065215	0.080911465	0.117481925	0.026781801	0.070912346	0.09208076	0.08080995	0.031604815	0.055954043	0.056426708	0.12422937	0.15556495	0.096566804
eL5gISWGrBE7XS19	0.09283633	0.08303486	0.087212935	0.0922703	0.10396669	0.09034596	0.087278664	0.089938045	0.10791173	0.09652805	0.103171155	0.033236243	0.062835604	0.07321767	0.097157545	0.030861447	0.077447645	0.07704535	0.06929292	0.069600545	0.055692412	0.02356387	0.082737416	0.078375235	0.07492973	0.095316716	0.09378566	0.033312734	0.10146794	0.036165558	0.06614571	0.08178582	0.07123565	0.08237216	0.03766204	0.091524236	0.0	0.10339593	0.086671814	0.08217215	0.14995705	0.047537092	0.11167131	0.0041056834	0.07033105	0.00068116724	0.09945273	0.07287541	0.11998932	0.046546973	0.09603553	0.11817092	0.09094072	0.067494966	0.12223572	0.07890174	0.06177084	0.08614404	0.09062981	0.07940996	0.10890623	0.08325896	0.09734413	0.032677844	0.09150559	0.048546217	0.056412477	0.07093396	0.045005597	0.07781157	0.08058476	0.07637452	0.041301798	0.116451874	0.07985916	0.08171346	0.10475974	0.07899791	0.07707196	0.07451919	0.08601887	0.06749088	0.10080468	0.13230965	0.13355795	0.024309002	0.06829044	0.07559405	0.11034064	0.07861095	0.04106764	0.117147766	0.090461604	0.062074054	0.15081196	0.082467675	0.095960595	0.057934117	0.06888557	0.06812671	0.0	0.076803274	0.1467441	0.08545927	0.08598546	0.092387535	0.0933102	0.078993335	0.06680559	0.08222302	0.04762722	0.08019302	0.19784503	0.044351067	0.045267507	0.070688404	0.080055915	0.11797211	0.028696774	0.071237914	0.09297761	0.08077731	0.030573523	0.057793163	0.057105824	0.12517162	0.15638086	0.097477004
mRh2z2fr0ygxzxEY	0.09158334	0.08146552	0.085496835	0.09061079	0.100552626	0.08862789	0.08998836	0.093096875	0.10612355	0.09494827	0.10119607	0.031504806	0.05978948	0.07383809	0.09508248	0.033719696	0.075844735	0.07521704	0.072091445	0.0726218	0.05949961	0.02089504	0.08449534	0.07488123	0.07338647	0.093761496	0.09190404	0.030083952	0.09959716	0.030861609	0.06350155	0.080394365	0.06984205	0.079932936	0.040399905	0.08993417	0.0	0.09887794	0.08508062	0.08065796	0.15307857	0.042610884	0.11069677	0.005827696	0.06858909	0.0033659467	0.10132499	0.071202405	0.118017145	0.049160298	0.09715856	0.11845131	0.09375773	0.06599727	0.12074562	0.07700621	0.05962606	0.083634004	0.08927429	0.07631298	0.10710621	0.086750835	0.09618694	0.030794362	0.090015285	0.046700686	0.054310985	0.06950566	0.044068936	0.075729325	0.078354135	0.07479062	0.03960432	0.1141555	0.077636644	0.07960291	0.10259282	0.07688209	0.075364664	0.07064135	0.084326304	0.06590285	0.099206366	0.13188757	0.13397686	0.023012884	0.066610545	0.074191265	0.110461935	0.077032626	0.04337283	0.11514734	0.08916258	0.060524505	0.15430805	0.079876	0.09487119	0.05613852	0.067316025	0.06528573	0.0	0.07517857	0.14524263	0.08334113	0.087833636	0.09473701	0.09172557	0.0774056	0.0634543	0.08057718	0.04979275	0.078792885	0.1949762	0.043496445	0.04273554	0.068657085	0.07660465	0.11569771	0.031450946	0.06883881	0.09052041	0.07768581	0.028192304	0.06139529	0.06068007	0.12286768	0.15874341	0.09597418
6xHlTE7G5TPIszvP	0.09111156	0.08114333	0.085399486	0.09092214	0.101052344	0.08880898	0.086737595	0.091232345	0.105472215	0.09486373	0.101086915	0.031886104	0.060951374	0.07119495	0.095212564	0.03148296	0.07580137	0.07556272	0.069507405	0.07113866	0.05630539	0.021848826	0.08271829	0.077165976	0.07325243	0.093793005	0.091906175	0.03138876	0.10103615	0.03462552	0.06402522	0.080191806	0.06978417	0.081335045	0.038255993	0.090338774	0.0	0.1026615	0.084681764	0.08070503	0.14961411	0.044267822	0.1111095	0.004752278	0.06866241	0.0011528785	0.09737109	0.071294	0.11814353	0.045341723	0.095628366	0.11719636	0.09179954	0.06639639	0.12109227	0.07710438	0.060558256	0.084300004	0.08933297	0.07733647	0.10695924	0.0851389	0.09616401	0.032106224	0.08983818	0.046078816	0.05470894	0.06943504	0.04594919	0.07603941	0.07866947	0.074553035	0.041398503	0.11557965	0.07806894	0.07975575	0.103127144	0.078646556	0.07574749	0.073137864	0.08421297	0.06601569	0.09912304	0.13029468	0.13287269	0.024256568	0.06656397	0.074252695	0.10933917	0.07694282	0.04131224	0.11556024	0.088970296	0.060851693	0.15030701	0.08041899	0.09492737	0.056486957	0.067184314	0.0664562	0.0	0.075390816	0.14509323	0.083847664	0.08640808	0.09175583	0.091630995	0.077204965	0.06608724	0.08113415	0.04793525	0.07814108	0.1953328	0.042752985	0.044663947	0.06902219	0.07871021	0.116339676	0.02967081	0.06977872	0.091107585	0.07830256	0.030374307	0.05858321	0.057434328	0.1233491	0.15617095	0.09601226
2VlKYw5QIFuFdxZx	0.09303167	0.083136976	0.08773383	0.09312439	0.103651226	0.09061479	0.089060575	0.09043334	0.10884817	0.0969916	0.10323524	0.034076914	0.06337631	0.07268914	0.0975669	0.031780064	0.07764675	0.07673679	0.07022581	0.07117395	0.056732982	0.024327947	0.083910115	0.080353305	0.07539053	0.09548248	0.09414774	0.032680914	0.10244803	0.037696328	0.06632791	0.08208753	0.07167388	0.08266943	0.036993325	0.09263673	0.0	0.10321912	0.08701096	0.0825742	0.14994062	0.047858603	0.11279755	0.004476026	0.07071524	0.0019776549	0.10051401	0.07319701	0.120605886	0.0478594	0.097043544	0.11852017	0.091990285	0.06740104	0.12348801	0.07931287	0.06217882	0.086398415	0.09171988	0.07999693	0.109535545	0.08476918	0.098125696	0.032922372	0.092003815	0.04922631	0.05641742	0.07191531	0.046890933	0.0775342	0.08073952	0.076996885	0.0433146	0.11829	0.08037819	0.08215696	0.10532221	0.08031765	0.07780357	0.07546971	0.08640114	0.06823006	0.10113597	0.1322631	0.13496025	0.02577547	0.06864959	0.07598939	0.10978996	0.07932145	0.04214064	0.117639735	0.090864845	0.06285373	0.15169097	0.08280728	0.09711043	0.058874987	0.06923846	0.06891404	0.0	0.077079795	0.14822881	0.0859871	0.08574829	0.09213108	0.09346194	0.0793294	0.06774178	0.08283459	0.047527883	0.08058033	0.19742717	0.043984674	0.046226487	0.07148637	0.08002892	0.118887216	0.02996652	0.07112183	0.09347319	0.082066916	0.031371992	0.05865955	0.057841305	0.12604919	0.15658516	0.09813682
DyixMd9p8yG8rGn9	0.09012204	0.08021961	0.08429183	0.089540385	0.10089899	0.08748978	0.08722616	0.09013687	0.10524452	0.093353234	0.0999684	0.030286057	0.059865687	0.07206929	0.09435514	0.03074518	0.07440963	0.07425695	0.069276646	0.070862435	0.056468964	0.020383868	0.08414719	0.07494721	0.07222563	0.09246891	0.09042656	0.029546231	0.09851479	0.03263182	0.06280499	0.0792367	0.06858175	0.07949157	0.03943373	0.08870658	0.0	0.098823756	0.08359019	0.07923211	0.15066065	0.042841353	0.10912767	0.0042504584	0.06764493	0.0011969007	0.09940047	0.07004335	0.11699441	0.047200263	0.0962295	0.11841918	0.09070044	0.064314865	0.12005396	0.07596037	0.05907135	0.08292704	0.08860298	0.07543558	0.106118	0.08448275	0.09475947	0.02920057	0.08889252	0.04525542	0.053206533	0.06797565	0.043112196	0.07493298	0.07725544	0.07292539	0.039239164	0.11272883	0.076519154	0.07871231	0.10185016	0.076205604	0.073988594	0.07091135	0.08309693	0.0645141	0.09783136	0.13048416	0.13433105	0.021489868	0.06506803	0.07279184	0.10803236	0.07545361	0.04318311	0.114371516	0.087713085	0.059833393	0.15086827	0.07933955	0.093337715	0.054676432	0.06626222	0.06425347	0.0	0.0739396	0.14425991	0.082705185	0.085406065	0.09182662	0.090309404	0.076025166	0.06430677	0.07941179	0.046929587	0.077268414	0.19614436	0.042067286	0.042561904	0.066970244	0.07598979	0.11491955	0.029509163	0.06801703	0.08903671	0.07692986	0.027552329	0.059002247	0.056866057	0.12207033	0.15714358	0.0943738
